Scale No,InitialBasic,HouseRent,Medical,Special,Allowances,GrossPay,IsAdhoc,Effect From,Department,Active Status
354DOM,25995,10398,2600,0,12998,38993,False,01/09/2023,Domestic,Active
355DOM,26775,10710,2678,0,13388,40163,False,01/09/2023,Domestic,Active
356DOM,27578,11031,2758,0,13789,41368,False,01/09/2023,Domestic,Active
357DOM,28406,11362,2841,0,14203,42609,False,01/09/2023,Domestic,Active
358DOM,29258,11703,2926,0,14629,43887,False,01/09/2023,Domestic,Active
359DOM,30136,12054,3014,0,15068,45204,False,01/09/2023,Domestic,Active
360DOM,31040,12416,3104,0,15520,46560,False,01/09/2023,Domestic,Active
361DOM,31971,12788,3197,0,15985,47957,False,01/09/2023,Domestic,Active
362DOM,32930,13172,3293,0,16465,49395,False,01/09/2023,Domestic,Active
363DOM,33918,13567,3392,0,16959,50877,False,01/09/2023,Domestic,Active
364DOM,34936,13974,3494,0,17468,52403,False,01/09/2023,Domestic,Active
1123MNG,77518,31007,7752,0,38759,116278,False,01/11/2023,Management,Active
1124MNG,79844,31938,7984,0,39922,119766,False,01/09/2023,Management,Active
1125MNG,82239,32896,8224,0,41120,123359,False,01/09/2023,Management,Active
1126MNG,84707,33883,8471,0,42354,127060,False,01/09/2023,Management,Active
1127MNG,87248,34899,8725,0,43624,130872,False,01/09/2023,Management,Active
1128MNG,89865,35946,8987,0,44933,134798,False,01/09/2023,Management,Active
1129MNG,92561,37024,9256,0,46280,138842,False,01/09/2023,Management,Active
1130MNG,95338,38135,9534,0,47669,143007,False,01/09/2023,Management,Active
1130MNG,95338,38135,9534,0,47669,143007,False,01/09/2023,Management,Inactive
1131MNG,98198,39279,9820,0,49099,147297,False,01/09/2023,Management,Active
1132MNG,101144,40458,10114,0,50572,151716,False,01/09/2023,Management,Active
1133MNG,104178,41671,10418,0,52089,156268,False,01/09/2023,Management,Active
1134MNG,107304,42921,10730,0,53651,160956,False,01/09/2023,Management,Active
1135MNG,110523,44209,11052,0,55261,165784,False,01/09/2023,Management,Active
1136MNG,113839,45535,11384,0,56919,170758,False,01/09/2023,Management,Active
1137MNG,117254,46901,11725,0,58626,175880,False,01/09/2023,Management,Active
1138MNG,120771,48309,12077,0,60386,181157,False,01/09/2023,Management,Active
1139MNG,124394,49758,12439,0,62197,186592,False,01/09/2023,Management,Active
1140MNG,128126,51250,12813,0,64063,192189,False,01/09/2023,Management,Active
1141MNG,131970,52788,13197,0,65985,197955,False,01/09/2023,Management,Active
1142MNG,135929,54372,13593,0,67965,203894,False,01/09/2023,Management,Active
1143MNG,140007,56003,14001,0,70004,210010,False,01/09/2023,Management,Active
1144MNG,144207,57683,14421,0,72104,216311,False,01/09/2023,Management,Active
1145MNG,148533,59413,14853,0,74266,222800,False,01/09/2023,Management,Active
1146MNG,152989,61196,15299,0,76495,229484,False,01/09/2023,Management,Active
1147MNG,157579,63032,15758,0,78790,236369,False,01/09/2023,Management,Active
1148MNG,162306,64923,16231,0,81154,243460,False,01/09/2023,Management,Active
1149MNG,167176,66870,16718,0,83588,250764,False,01/09/2023,Management,Active
1150MNG,172191,68876,17219,0,86095,258286,False,01/09/2023,Management,Active
1151MNG,177352,70941,17735,0,88676,266028,False,01/09/2023,Management,Active
1152MNG,182673,73069,18267,0,91336,274009,False,01/09/2023,Management,Active
1153MNG,188153,75261,18815,0,94076,282229,False,01/09/2023,Management,Active
1154MNG,193797,77519,19380,0,96899,290696,False,01/09/2023,Management,Active
1155MNG,199611,79845,19961,0,99806,299417,False,01/09/2023,Management,Active
1156MNG,205600,82240,20560,0,102800,308400,False,01/09/2023,Management,Active
1157MNG,211768,84707,21177,0,105884,317652,False,01/09/2023,Management,Active
1158MNG,218121,87248,21812,0,109060,327181,False,01/09/2023,Management,Active
1159MNG,224664,89866,22466,0,112332,336997,False,01/09/2023,Management,Active
1160MNG,231404,92562,23140,0,115702,347106,False,01/09/2023,Management,Active
1161MNG,238346,95339,23835,0,119174,357520,False,01/09/2023,Management,Active
1162MNG,245497,98199,24550,0,122749,,False,01/09/2023,Management,Active
1163MNG,252862,101145,25286,0,126431,379293,False,01/09/2023,Management,Active
1164MNG,260448,104179,26045,0,130224,390671,False,01/09/2023,Management,Active
1165MNG,268261,107304,26826,0,134130,402392,False,01/09/2023,Management,Active
1166MNG,276309,110524,27631,0,138155,414463,False,01/09/2023,Management,Active
1167MNG,284598,113839,28460,0,142299,426897,False,01/09/2023,Management,Active
1168MNG,293136,117254,29314,0,146568,439704,False,01/09/2023,Management,Active
1169MNG,301930,120772,30193,0,150965,452895,False,01/09/2023,Management,Active
1170MNG,310988,124395,31099,0,155494,466482,False,01/09/2023,Management,Active
1171MNG,320318,128127,32032,0,160159,480477,False,01/09/2023,Management,Active
1172MNG,329927,131971,32993,0,164964,494891,False,01/09/2023,Management,Active
1173MNG,339825,135930,33983,0,169913,509738,False,01/09/2023,Management,Active
1174MNG,350020,140008,35002,0,175010,525030,False,01/09/2023,Management,Active
1175MNG,360520,144208,36052,0,180260,540781,False,01/09/2023,Management,Active
1176MNG,371336,148534,37134,0,185668,557004,False,01/09/2023,Management,Active
1177MNG,382476,152990,38248,0,191238,573714,False,01/09/2023,Management,Active
1178MNG,393950,157580,39395,0,196975,590926,False,01/09/2023,Management,Active
1179MNG,405769,162308,40577,0,202885,608653,False,01/09/2023,Management,Active
1180MNG,417942,167177,41794,0,208971,626913,False,01/09/2023,Management,Active
1181MNG,430480,172192,43048,0,215240,645720,False,01/09/2023,Management,Active
1182MNG,443395,177358,44339,0,221697,665092,False,01/09/2023,Management,Active
1183MNG,456696,182679,45670,0,228349,685045,False,01/09/2023,Management,Active
1184MNG,470397,188159,47040,0,235199,705596,False,01/09/2023,Management,Active
1185MNG,484509,193804,48451,0,242255,726764,False,01/09/2023,Management,Active
1186MNG,499045,199618,49904,0,249522,748567,False,01/09/2023,Management,Active
1187MNG,514016,205606,51402,0,257008,771024,False,01/09/2023,Management,Active
1188MNG,529436,211775,52944,0,264719,794155,False,01/09/2023,Management,Active
1189MNG,545319,218128,54532,0,272660,817979,False,01/09/2023,Management,Active
1190MNG,561679,224672,56168,0,280840,842519,False,01/09/2023,Management,Active
1191MNG,578529,231412,57853,0,289265,867794,False,01/09/2023,Management,Active
1192MNG,595885,238354,59589,0,297943,893828,False,01/09/2023,Management,Active
1193MNG,613762,245505,61376,0,306881,920643,False,01/09/2023,Management,Active
1194MNG,632175,252870,63217,0,316087,948262,False,01/09/2023,Management,Active
1195MNG,651140,260456,65114,0,325570,976710,False,01/09/2023,Management,Active
1196MNG,670674,268270,67067,0,335337,1006011,False,01/09/2023,Management,Active
1197MNG,690794,276318,69079,0,345397,1036192,False,01/09/2023,Management,Active
1198MNG,711518,284607,71152,0,355759,1067277,False,01/09/2023,Management,Active
1199MNG,732864,293146,73286,0,366432,1099296,False,01/09/2023,Management,Active
333ACDH,150000,0,0,0,0,150000,True,01/09/2023,Academic,Active
224A- ADM,166660,66664,16666,,83330,249990,False,29/07/2024,Administration,Active
